code,name,tipo,titularidad,titular,territorio,dircc,tlf,fax,web,email,jornada,mncp,etps_educ,dist_coche,dist_trns_pub,dist_andnd
28044434,"CP INF-PRI ""EL ESPINILLO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de la unanimidad 1, 28041, Madrid (Villaverde).",917237434,,http://www.educa.madrid.org/cp.elespinillo.madrid,cp.elespinillo.madrid@educa.madrid.org,Jornada continua,Madrid(Villaverde),InfII - Pri,,,
28060221,"CP INF-PRI ""EL GRECO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de la estefanita 7, 28021, Madrid (Villaverde).",917100008/917973463,917983281,http://www.educa.madrid.org/cp.elgreco.madrid,cp.elgreco.madrid@educa.madrid.org,Jornada continua,Madrid(Villaverde),InfII - Pri - ESO,,,
28005696,"CP INF-PRI ""JUAN DE LA CIERVA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de villarrosa 7, 28041, Madrid (Villaverde).",917230235/917965560,917965560,http://www.educa.madrid.org/cp.juandelacierva.madrid,cp.juandelacierva.madrid@educa.madrid.org,Jornada continua,Madrid(Villaverde),InfII - Pri,,,
28006214,"CP INF-PRI ""LOS ROSALES""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida de los rosales 131, 28021, Madrid (Villaverde).",917956756,917988116,http://www.educa.madrid.org/cp.losrosales.madrid,cp.losrosales.madrid@educa.madrid.org,Jornada continua,Madrid(Villaverde),InfII - Pri,,,
28005763,"CP INF-PRI ""MANUEL DE FALLA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida real de pinto 27, 28021, Madrid (Villaverde).",917971448/669265974,915052511,http://www.educa.madrid.org/cp.manueldefalla.madrid,cp.manueldefalla.madrid@educa.madrid.org,Jornada continua,Madrid(Villaverde),InfII - Pri,,,
28005911,"CP INF-PRI ""NAVAS DE TOLOSA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de benimamet 109, 28021, Madrid (Villaverde).",917976083/917976083,917976083,http://www.educa.madrid.org/cp.navasdetolosa.madrid,cp.navasdetolosa.madrid@educa.madrid.org,Jornada continua,Madrid(Villaverde),InfII - Pri,,,
28039372,"CP INF-PRI ""NUESTRA SEÑORA DE LA LUZ""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle del bismuto 1, 28021, Madrid (Villaverde).",917950766,917975020,http://www.educa.madrid.org/cp.luz.madrid,cp.luz.madrid@educa.madrid.org,Jornada continua,Madrid(Villaverde),InfII - Pri,,,
28010941,"CP INF-PRI ""RAMON GOMEZ DE LA SERNA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de godella 170, 28021, Madrid (Villaverde).",917972522,915053446,http://www.educa.madrid.org/cp.gomezdelaserna.madrid,cp.gomezdelaserna.madrid@educa.madrid.org,Jornada continua,Madrid(Villaverde),InfII - Pri,,,
28010989,"CP INF-PRI ""REPUBLICA DE EL SALVADOR""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de sacedón 2, 28021, Madrid (Villaverde).",917964041/606552326,917987815,http://www.educa.madrid.org/cp.elsalvador.madrid,cp.elsalvador.madrid@educa.madrid.org,Jornada continua,Madrid(Villaverde),InfII - Pri - EDES,,,
28006251,"CP INF-PRI ""SAGUNTO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de paterna 14, 28021, Madrid (Villaverde).",917976726,917976726,http://www.educa.madrid.org/cp.sagunto.madrid,cp.sagunto.madrid@educa.madrid.org,Jornada continua,Madrid(Villaverde),InfII - Pri,,,
28006263,"CP INF-PRI ""SAN CARLOS""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de geología 2, 28021, Madrid (Villaverde).",917966105,917979728,http://www.educa.madrid.org/cp.sancarlos.madrid,cp.sancarlos.madrid@educa.madrid.org,Jornada continua,Madrid(Villaverde),InfII - Pri,,,
28014272,"CP INF-PRI ""SAN ROQUE""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle del oxígeno 43, 28021, Madrid (Villaverde).",917962774/638035601,917100003,http://www.educa.madrid.org/cp.sanroque.madrid,cp.sanroque.madrid@educa.madrid.org,Jornada continua,Madrid(Villaverde),InfI - InfII - Pri,,,
28045311,"CEPA ""LOS ROSALES""",CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de concepción de la oliva 17, 28021, Madrid (Villaverde).",915052034,917971397,http://www.educa.madrid.org/cepa.losrosales.madrid,cepa.losrosales.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(Villaverde),PProf - EPA,,,
28043235,"CEPA ""VILLAVERDE""",CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle villalonso 10, 28021, Madrid (Villaverde).",917962820,917962820,http://www.educa.madrid.org/cepa.villaverde.madrid,cepa.villaverde.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(Villaverde),PProf - EPA,,,
28030174,"IES ""CELESTINO MUTIS""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de huerta de villaverde 15, 28021, Madrid (Villaverde).",917954006/917984788,915053829,http://www.educa.madrid.org/ies.celestinomutis.madrid,ies.celestinomutis.madrid@educa.madrid.org,Jornada continua,Madrid(Villaverde),ESO - Bach,,,
28037016,"IES ""CIUDAD DE LOS ÁNGELES""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de anoeta 16, 28041, Madrid (Villaverde).",917962228/917985361,915053762,http://www.educa.madrid.org/ies.ciudaddelosangeles.madrid,ies.ciudaddelosangeles.madrid@educa.madrid.org,Jornada continua,Madrid(Villaverde),ESO - Bach,,,
28013899,"IES ""EL ESPINILLO """,INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de la unanimidad 15, 28041, Madrid (Villaverde).",917239150/638036349,917239151,http://www.educa.madrid.org/ies.elespinillo.madrid,ies.elespinillo.madrid@educa.madrid.org,Jornada continua,Madrid(Villaverde),ESO - Bach,,,
28076371,"IES ""JUAN RAMON JIMÉNEZ""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de la estefanita 15, 28021, Madrid (Villaverde).",912761508/912761509,,http://site.educa.madrid.org/ies.juanramonjimenez.madrid/,ies.juanramonjimenez.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(Villaverde),ESO - Bach,,,
28018472,"IES ""SAN CRISTOBAL DE LOS ANGELES""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"plaza de los pinazo 7, 28021, Madrid (Villaverde).",917972584,915053607,http://www.educa.madrid.org/ies.sancristobal.madrid,ies.sancristobal.madrid@educa.madrid.org,Jornada continua,Madrid(Villaverde),ESO - Bach,,,
28000029,"CP INF-PRI-SEC ""SAN BLAS""","COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Público,COMUNIDAD DE MADRID,Madrid-Este,"calle víctor hurtado s/n, 28864, Ajalvir. ",918844589,,http://www.educa.madrid.org/cp.sanblas.ajalvir,cp.sanblas.ajalvir@educa.madrid.org,Jornada continua,Ajalvir,InfII - Pri - ESO,,,
28047526,"EEI ""LA COMETA""",ESCUELA INFANTIL,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle córdoba 2, 28804, Alcalá de Henares. ",918832356,918832356,http://www.educa.madrid.org/eei.lacometa.alcala,eei.lacometa.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfI,,,
28046960,"EEI ""LOS CUENTOS""",ESCUELA INFANTIL,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle josé caballero 2, 28805, Alcalá de Henares. ",918832770,918832770,http://www.educa.madrid.org/eei.loscuentos.alcala,eei.loscuentos.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfI,,,
28044124,"EEI ""PUERTA DE MADRID""",ESCUELA INFANTIL,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle juan de vergara 6, 28802, Alcalá de Henares. ",918814128,918814128,http://www.educa.madrid.org/eei.puertademadrid.alcala,eei.puertademadrid.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfI,,,
28074581,"CP INF-PRI ""ALICIA DE LARROCHA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle río guadarrama 5, 28803, Alcalá de Henares. ",918899076,918899076,http://www.educa.madrid.org/cp.aliciadelarrocha.alcala,cp.aliciadelarrocha.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfI - InfII - Pri,,,
28000054,"CP INF-PRI ""ANTONIO DE NEBRIJA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle san ignacio de loyola 13, 28806, Alcalá de Henares. ",918882368,918882368,http://www.educa.madrid.org/cp.antoniodenebrija.alcala,cp.antoniodenebrija.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28033621,"CP INF-PRI ""ANTONIO MACHADO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle jiménez de quesada 7, 28802, Alcalá de Henares. ",918815557/918825820,918815557,http://www.educa.madrid.org/cp.machado.alcala,cp.machado.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfI - InfII - Pri,,,
28073926,"CP INF-PRI ""ANTONIO MINGOTE""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle arturo soria 7, 28806, Alcalá de Henares. ",918786065,,http://www.educa.madrid.org/cp.antoniomingote.alcala,cp.antoniomingote.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28028738,"CP INF-PRI ""BEATRIZ GALINDO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle violeta 19, 28803, Alcalá de Henares. ",918898064,918812912,http://www.educa.madrid.org/cp.beatrizgalindo.alcala,cp.beatrizgalindo.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28000066,"CP INF-PRI ""CARDENAL CISNEROS""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle san juan 2, 28801, Alcalá de Henares. ",918880447/615303251,918837578,http://www.educa.madrid.org/cp.cardenalcisnero.alcala,cp.cardenalcisnero.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28000078,"CP INF-PRI ""CERVANTES""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle giner de los ríos 5, 28800, Alcalá de Henares. ",918889973,918816276,http://www.educa.madrid.org/cp.cervantes.alcala,cp.cervantes.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28030447,"CP INF-PRI ""CIUDAD DEL AIRE""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,MINISTERIO DE DEFENSA,Madrid-Este,"calle barberán y collar 21, 28805, Alcalá de Henares. ",918880343,918833079,http://www.educa.madrid.org/cp.ciudaddelaire.alcala,cp.ciudaddelaire.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfI - InfII - Pri,,,
28038057,"CP INF-PRI ""CRISTOBAL COLON""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle de adarga 2, 28805, Alcalá de Henares. ",918779409/639253774,918835939,http://www.educa.madrid.org/cp.cristobalcolon.alcala,cp.cristobalcolon.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28000081,"CP INF-PRI ""DAOIZ Y VELARDE""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle infantado 2, 28807, Alcalá de Henares. ",918880958/918829222,918880958,http://www.educa.madrid.org/cp.daoizyvelarde.alcala,cp.daoizyvelarde.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28000388,"CP INF-PRI ""DOCTORA DE ALCALA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle de pedro sarmiento de gamboa 11, 28805, Alcalá de Henares. ",918883764,918833055,http://www.educa.madrid.org/cp.doctora.alcala,cp.doctora.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfI - InfII - Pri,,,
28028741,"CP INF-PRI ""DULCINEA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"cuesta teatinos 10, 28805, Alcalá de Henares. ",918895926,918829312,http://www.educa.madrid.org/cp.dulcinea.alcala,cp.dulcinea.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28000315,"CP INF-PRI ""EMPERADOR FERNANDO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle de la ronda fiscal 44, 28803, Alcalá de Henares. ",918823334,918807542,http://www.educa.madrid.org/cp.emperadorfernan.alcala,cp.emperadorfernan.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28070718,"CP INF-PRI ""ERNEST HEMINGWAY""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle gonzalo torrente ballester 74, 28806, Alcalá de Henares. ",918784065,918303988,http://www.educa.madrid.org/cp.ernesthemingway.alcala,cp.ernesthemingway.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28050380,"CP INF-PRI ""ESPARTALES""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle rosalia de castro 3, 28806, Alcalá de Henares. ",918832651/639365550,918870815,http://www.educa.madrid.org/cp.espartales.alcala,cp.espartales.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfI - InfII - Pri,,,
28031440,"CP INF-PRI ""FRANCISCO DE QUEVEDO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle san vidal 8, 28803, Alcalá de Henares. ",918807835,918807835,http://www.educa.madrid.org/cp.quevedo.alcala,cp.quevedo.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28032341,"CP INF-PRI ""GARCIA LORCA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle torrelaguna 29, 28806, Alcalá de Henares. ",918888202,918776389,http://www.educa.madrid.org/cp.garcialorca.alcala,cp.garcialorca.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28000558,"CP INF-PRI ""INFANTA CATALINA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle san vidal 4, 28803, Alcalá de Henares. ",918886145/682737998,918836953,http://www.educa.madrid.org/cp.infantacatalina.alcala,cp.infantacatalina.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28030368,"CP INF-PRI ""IPLACEA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle del río guadarrama 1, 28803, Alcalá de Henares. ",918898885,918837179,http://www.educa.madrid.org/cp.iplacea.alcala,cp.iplacea.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28028751,"CP INF-PRI ""JUAN DE AUSTRIA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"avenida de juan de austria 17, 28804, Alcalá de Henares. ",918886350,918886350,http://www.educa.madrid.org/cp.juandeaustria.alcala,cp.juandeaustria.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28060300,"CP INF-PRI ""LA GARENA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle arturo soria 3, 28806, Alcalá de Henares. ",918863534,918863556,http://www.educa.madrid.org/cp.lagarena.alcala,cp.lagarena.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28037168,"CP INF-PRI ""LUIS VIVES""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle luis vives 18, 28803, Alcalá de Henares. ",918806791,,http://www.educa.madrid.org/cp.luisvives.alcala,cp.luisvives.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28030344,"CP INF-PRI ""MANUEL AZAÑA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"avenida del ejército 5, 28802, Alcalá de Henares. ",918880041/689428929,918880041,http://www.educa.madrid.org/cp.manuelazana.alcala,cp.manuelazana.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28032331,"CP INF-PRI ""MIGUEL HERNANDEZ""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle luis madrona 15, 28805, Alcalá de Henares. ",918883040/918835881,918883040,http://www.educa.madrid.org/cp.miguelhernandez.alcala,cp.miguelhernandez.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28066107,"CP INF-PRI ""MOZART""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle dámaso alonso 34, 28806, Alcalá de Henares. ",918784427/689708973,918784425,http://www.educa.madrid.org/cp.mozart.alcala,cp.mozart.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28000376,"CP INF-PRI ""NUESTRA SEÑORA DEL VAL""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle ávila s/n, 28804, Alcalá de Henares. ",918893702,918894578,http://www.educa.madrid.org/cp.val.alcala,cp.val.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28037491,"CP INF-PRI ""PABLO NERUDA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle torres de la alameda 1, 28806, Alcalá de Henares. ",918815519/685538613,918835880,http://www.educa.madrid.org/cp.neruda.alcala,cp.neruda.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28028763,"CP INF-PRI ""SANTOS NIÑOS""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"avenida nuestra señora de belén 6, 28802, Alcalá de Henares. ",918885346,918885346,http://www.educa.madrid.org/cp.santosninos.alcala,cp.santosninos.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,InfII - Pri,,,
28033515,"CP EE ""PABLO PICASSO""",COLEGIO DE EDUCACIÓN ESPECIAL,Público,COMUNIDAD DE MADRID,Madrid-Este,"avenida de castilla 29, 28804, Alcalá de Henares. ",918884094/630256475,918820233,http://www.educa.madrid.org/cpee.picasso.alcala,cpee.picasso.alcala@educa.madrid.org,Jornada partida,Alcalá de Henares,EDES,,,
28037892,"CEPA ""DON JUAN I""",CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle san vidal 6, 28803, Alcalá de Henares. ",918815156,,http://www.educa.madrid.org/cepa.alcala,cepa.alcala@educa.madrid.org,Sin tipo de jornada identificada,Alcalá de Henares,FPB - PProf - EPA,,,
28056096,"UFIL ""EL EMPECINADO""",UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle núñez de guzmán 31, 28802, Alcalá de Henares. ",918788221/636844649,,http://www.educa.madrid.org/ufil.elempecinado.alcala,ufil.elempecinado.alcala@educa.madrid.org,Sin tipo de jornada identificada,Alcalá de Henares,PProf,,,
28056412,"CEPA.EP ""CLARA CAMPOAMOR""",CENTRO PÚBLICO DE EDUCACIÓN ADULTOS ESTABLECIMIENTOS PENITENCIARIOS,Público,COMUNIDAD DE MADRID,Madrid-Este,"carretera de meco k 4, 28805, Alcalá de Henares. ",918804011/669261548,918807965,http://www.educa.madrid.org/cepa.claracampoamor.alcala,cepa.claracampoamor.alcala@educa.madrid.org,Sin tipo de jornada identificada,Alcalá de Henares,EPA,,,
28056400,"CEPA.EP ""JOSE HIERRO""",CENTRO PÚBLICO DE EDUCACIÓN ADULTOS ESTABLECIMIENTOS PENITENCIARIOS,Público,COMUNIDAD DE MADRID,Madrid-Este,"carretera de meco k 4, 28805, Alcalá de Henares. ",918887061,,http://www.educa.madrid.org/cepa.josehierro.alcala,cepa.josehierro.alcala@educa.madrid.org,Sin tipo de jornada identificada,Alcalá de Henares,EPA,,,
28075820,"A. HOSP. ""AULA HOSPITALARIA HOSP. UNIV. PRINCIPE DE ASTURIAS""",AULA HOSPITALARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"carretera de meco s/n, 28805, Alcalá de Henares. ",918878100/2490,,http://www.educa.madrid.org/ah.principedeasturias.alcala,ah.principedeasturias.alcala@educa.madrid.org,Sin tipo de jornada identificada,Alcalá de Henares,,,,
28701020,"CET ""PUERTA DE MADRID""",CENTRO EDUCATIVO-TERAPÉUTICO,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle alfonso de alcalá 2, 28802, Alcalá de Henares. ",,,http://www.educa.madrid.org/cet.puertademadrid.alcala,cet.puertademadrid.alcala@educa.madrid.org,,Alcalá de Henares,,,,
28039682,"IES ""ALKALA-NAHAR""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle ávila 1, 28804, Alcalá de Henares. ",918819311/918819311,918819028,http://www.educa.madrid.org/ies.alkalanahar.alcala,ies.alkalanahar.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,ESO - Bach,,,
28000467,"IES ""ALONSO DE AVELLANEDA""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle vitoria 3, 28804, Alcalá de Henares. ",918881174,918883402,http://www.educa.madrid.org/ies.alonsodeavellan.alcala,ies.alonsodeavellan.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,ESO - FPB - FPGM FPGS,,,
28035305,"IES ""ALONSO QUIJANO""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"paseo de las moreras 1, 28803, Alcalá de Henares. ",918821411/918821484,918817229,http://www.educa.madrid.org/ies.alonsoquijano.alcala,ies.alonsoquijano.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,ESO - Bach - PProf,,,
28000522,"IES ""ANTONIO MACHADO""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle alalpardo s/n, 28806, Alcalá de Henares. ",918892450,918883916,http://www.educa.madrid.org/ies.machado.alcala,ies.machado.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,ESO - Bach - FPB PProf - FPGM - FPGS,,,
28046091,"IES ""ATENEA""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle río arlanza 34, 28803, Alcalá de Henares. ",918788896/918788907,918789214,http://www.educa.madrid.org/ies.atenea.alcala,ies.atenea.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,ESO - Bach,,,
28039670,"IES ""CARDENAL CISNEROS""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle cardenal sandoval y rojas 1, 28802, Alcalá de Henares. ",918817263/918819164,918817347,http://www.educa.madrid.org/ies.cardenalcisnero.alcala,ies.cardenalcisnero.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,ESO - Bach,,,
28000364,"IES ""COMPLUTENSE""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle valladolid 1, 28804, Alcalá de Henares. ",918880169,918828091,http://www.educa.madrid.org/ies.complutense.alcala,ies.complutense.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,ESO - Bach - PProf,,,
28044744,"IES ""DOCTOR MARAÑON""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle alejo carpentier 1, 28806, Alcalá de Henares. ",918788137,918826047,http://www.educa.madrid.org/ies.maranon.alcala,ies.maranon.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,ESO - Bach,,,
28058615,"IES ""ESCUELA DE HOSTELERIA Y TURISMO""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle camino de la esgaravita s/n, 28805, Alcalá de Henares. ",918802313,,http://www.educa.madrid.org/ies.hosteleria.alcala,ies.hosteleria.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,FPB - FPGM - FPGS,,,
28042000,"IES ""IGNACIO ELLACURIA""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle senda perdida s/n, 28805, Alcalá de Henares. ",918823430,918825565,http://www.educa.madrid.org/ies.ignacioellacuria.alcala,ies.ignacioellacuria.alcala@educa.madrid.org,Jornada continua,Alcalá de Henares,ESO - Bach,,,
28080517,"IES ""ISIDRA DE GUZMAN""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Este,"calle gardenia 29, 28803, Alcalá de Henares. ",,,http://www.educa.madrid.org/ies.isidradeguzman.alcala,ies.isidradeguzman.alcala@educa.madrid.org,Sin tipo de jornada identificada,Alcalá de Henares,ESO - Bach - FPB FPGM - FPGS,,,
28038835,,,,,,,,,,,,Alcalá de Henares,ESO - Bach - FPB FPGM - FPGS,,,
